uniprot_id,protein_name,length,disorder_content
A0A8V8TNW8,,650,0.546
A0A8V8TKU9,,1515,0.509
A0A669KBG1,Phosphatase and actin regulator,111,
A0A9L9PYG2,Plasminogen,567,0.072
A0A8V8TLU3,,79,
A0A8V8TNT6,,71,
A0A8V8TPK4,,33,1.0
A0A994J6J8,Glutamate receptor,808,
A0A8Q3WLD0,,574,0.341
A0A8V8TR99,dipeptidyl-peptidase IV,857,0.035
A0A8V8TM94,Nibrin,732,0.123
A0A994J6V2,,665,0.376
E5RHX0,,15,
A0A0B4J2B0,,110,0.755
D6R9P2,Dehydrogenase/reductase SDR family member 6,112,
D6RGC3,,117,
D6RBL7,,137,
D6RGG0,,60,
D6RAX0,,132,0.318
D6RGV9,inorganic diphosphatase,195,
F8VNR3,,166,
F8WCQ3,,188,
F8WB40,,115,0.435
F8WBL8,,157,0.427
F8WCW9,,51,
F8WDL7,,113,
F8WEW8,,53,
J3KT86,Aurora kinase,242,
F8WF04,,35,
B8ZZ86,Putative sodium-coupled neutral amino acid transporter 11,437,
A0A0C4DGE9,Bestrophin,435,0.057
J3QRI1,Mitochondrial import inner membrane translocase subunit Tim21,127,
J3QRL3,,74,
B1AL16,,758,0.687
J3QSF9,,76,
J3QSB4,60S ribosomal protein L13,126,0.183
F8WEF5,,1647,0.624
A0A0A0MTN4,Opalin,79,0.456
A0A1B0GTH3,,21,
Q5JYC2,,123,0.488
A0A1B0GVI5,,159,
A0A1B0GTC4,,440,0.67
E7ETC0,,135,
H7C305,,54,0.574
H7C1Q8,,166,0.169
H7C3J0,"All-trans-retinol 13,14-reductase",399,
H7C005,,352,0.099
A0A1B0GUN5,,1172,0.445
C9JAK5,ADP-ribosylation factor 4,153,
C9J0X3,,173,0.486
C9JDS9,,156,
C9JMA7,,118,
C9JWH2,,110,
C9JN09,Oxytocin receptor,92,0.348
E5RJL0,,101,
E9PIN9,Alkaline ceramidase,205,
C9JJ68,dihydrofolate reductase,114,
E9PJA8,,52,
E9PNU5,,67,
C9J0Y3,,2285,0.055
A0A6I8PRR0,,170,0.159
A0A6Q8PF67,,102,
A0A8I5KQB8,Receptor expression-enhancing protein,141,0.326
A0AAA9YI03,,168,
A0A804HIM0,Protein O-mannosyl-transferase 2,176,
A0A804HIS3,,511,
A0A804HK11,Seipin,465,0.396
A0A8I5KWN8,,689,0.501
A0A8I5KVC7,Intraflagellar transport protein 122 homolog,1223,0.02
A0A8I5QKT2,,1217,0.131
E9PL67,,100,
E9PR59,,331,
X6R9J3,,298,
E9PB93,,104,
E9PN75,,166,
E9PRW3,,43,
G3V5S6,,44,
H0Y5P8,,168,
H0YAV6,Pecanex-like protein,178,
H0YHL6,Methionyl-tRNA synthetase,81,
H0YI87,,52,
F5H076,"Solute carrier family 2, facilitated glucose transporter member 3",152,
F5H364,Protein Wnt,157,
F5H459,AP complex subunit sigma,162,
H0YC54,,66,
A0A0A0MSI1,,566,
F5H4M0,,271,0.365
C9J466,,102,
C9J4G5,,123,
E5RFW7,,97,0.495
F5H7V0,,30,
F5GZ75,,72,
F5GWH4,,223,0.52
I3L0N2,,63,
U3KQU4,,50,
U3KQT5,,115,0.617
B1AKP2,Tetraspanin,187,
E5RFK9,,105,
H0Y7Q3,,130,
B7ZBI5,,250,0.592
H0Y9F7,,51,
H0YEN1,,161,
H0YA39,,255,0.871
H0YMY6,,92,
H0YAZ8,,286,0.538
H0YMZ8,,121,
H0YEB0,,461,0.297
I3L1E3,,292,0.353
H0Y7H7,,1389,0.179
H0YBP1,Focal adhesion kinase 1,1017,0.135
A0A087WU28,Large ribosomal subunit protein mL51,73,
A0A087WV63,,71,
G3V2U7,Acylphosphatase,129,
H0Y715,,280,
H0YKS0,,122,
H0YLA8,,101,
Q7Z6U1,,128,
H3BTS6,,556,0.079
A0A087WTZ3,,134,0.172
A0A087WYB2,,225,0.262
E5RJP0,,122,0.221
E5RHP7,Carbonic anhydrase,251,0.124
F5GX88,,476,0.069
M0R366,Fibronectin type III and SPRY domain-containing protein 1,437,0.082
D6RAC7,,141,
E5RI45,XK-related protein,125,
D6RF63,Putative monooxygenase p33MONOX,65,0.323
F8WBE5,,81,
D6RFX8,,50,
D6RBS2,,87,0.253
D6RB48,,179,0.52
D6RFY5,,81,
D6RFY9,,16,
F8WDQ0,,41,
F8WDG5,,281,
F8W9Q8,AarF domain-containing protein kinase 1,218,0.101
F8WEU1,,171,
Q5JYG4,GPN-loop GTPase 2,112,0.179
B0QZ99,[histone H3]-lysine(4) N-trimethyltransferase,74,
J3QRV2,,75,
Q5SZL3,,194,
A0A1B0GUH7,,179,
A0A1B0GV78,,34,
B1ALF6,,278,0.532
H7C3F2,DNA repair protein SWI5 homolog,130,0.623
J3QRS5,,33,
H7C1Y3,,245,0.359
J3QLH3,,248,0.504
B5MCH3,,571,0.121
A0A1B0GUU5,,40,1.0
E7ENE5,Acetylcholine receptor subunit alpha,377,
E7EWW9,Glutathione S-transferase,237,
H7C2T3,,168,
H7C0Z8,,222,
H7C3P0,,191,
H7C5S8,,38,
H7C3Q0,,399,
V9GYU0,,159,
H7C3M9,,274,0.135
C9J1S5,,72,
C9J7C3,,125,
C9J950,,93,
C9JEE2,Leucine-rich repeat transmembrane neuronal protein 1,223,
C9JI11,,47,
C9JNX5,,55,1.0
C9K0N1,,71,
C9J7B8,,380,0.208
C9JZJ5,,183,0.557
A0A8Q3WKE5,,409,
B1AR60,,263,
C9JWM2,Secretory carrier-associated membrane protein,123,
A0A8Q3SHW5,,598,0.122
A0A8Q3SIQ3,,509,0.417
A0A8V8TLB2,,72,
A0A8V8TMM8,,100,
A0A994J438,Pre-mRNA 3'-end-processing factor FIP1,544,0.689
A0A8V8TMK8,,776,0.195
A0A994J4Y2,,580,0.302
D6RF29,,13,
A0A994J6E2,Pre-mRNA 3'-end-processing factor FIP1,544,0.759
D6RHV8,,77,0.364
D6R9H6,,234,
D6RAT6,,95,
D6RBR4,,153,
D6RBL6,,194,0.299
D6RAK1,,350,0.177
D6RFM9,,36,
D6RG03,,135,
F8WB08,,51,
D6RHX7,,331,
F8WBY2,,45,
F8WBB5,,107,
D6RIB6,E3 ubiquitin-protein transferase MAEA,328,0.064
F8WE06,,389,
F8WCT4,,70,0.643
F8WEZ5,,63,
F8WEM8,,68,
B1AKF2,,64,1.0
Q5T9F3,,164,
A0A1B0GVJ0,Bis(monoacylglycero)phosphate synthase CLN5,75,
Q5VVL2,tRNA:m(4)X modification enzyme TRM13,109,
A0A1B0GV31,N-acyl-aliphatic-L-amino acid amidohydrolase,275,
E7ES68,ribonuclease Z,626,0.136
H7C2J8,,139,
J3QLK4,ribonuclease Z,148,
J3QQJ9,,82,
F6WYE2,,256,0.547
J3QLN7,,182,0.511
A0A1B0GU46,,478,
E7ESA9,,119,0.739
E7EW69,Septin,450,
H7C2Y5,Chaperone DnaJ C-terminal domain-containing protein,167,
H7C326,,134,
E7EUM4,,137,0.847
E7ESC5,,274,0.799
H7C346,,126,0.484
C9JAX4,,192,
C9JI90,,97,0.423
C9JY37,,113,
C9JM75,,212,0.132
C9JR86,phytanoyl-CoA dioxygenase,210,
C9JUJ0,,106,0.311
H7C1M1,,191,
C9JIV3,,19,
C9J532,,154,0.545
C9J068,,361,0.15
C9JJN2,,59,1.0
C9JRG9,,107,
C9JSU3,,62,
C9JZ53,,36,
A0A0A0MR11,,829,
C9J2Z7,,833,0.672
E9PL62,,49,
E9PJX9,,685,
E9PN93,,122,0.959
E9PC15,"Acylglycerol kinase, mitochondrial",394,0.058
E9PNK2,,52,1.0
G3V2S6,V-type proton ATPase subunit D,192,
G3V377,,44,0.477
H7BZZ1,,132,0.523
H7C5N1,,202,0.272
A0A087WTC6,,122,
H7BYT9,,247,1.0
A6ND33,,81,
D6RAR9,,73,
H7C0H9,,19,
F8VXY6,Zinc finger CCHC-type and RNA-binding motif-containing protein 1,228,0.36
A0A075B6X2,,154,0.182
F8VRE9,Coronin,163,
M0QYI7,,95,0.232
F8W0N3,Monocarboxylate transporter 2,435,0.057
M0QZK3,,151,0.152
M0R0E0,,666,
M0R156,,25,1.0
M0R0T3,,66,0.47
M0R0G1,,58,
M0R0I6,,85,
M0R1C6,,143,0.357
A0A1P7U241,,68,0.485
M0R1I6,,124,0.524
H3BM19,,79,
H3BP64,,148,0.209
H3BT93,,90,
H3BSM2,,313,0.153
H3BTP0,,111,0.216
H3BLU1,,537,0.561
H3BUS1,,97,
H3BRF9,,448,0.125
M0R1R8,,214,0.173
V9GYP8,Transmembrane protein 161A,61,
V9GYR3,,181,
C9JY52,,100,0.2
E9PMY3,,63,
E9PBA8,,121,
E9PCC8,,334,
E9PKW3,,133,
E9PKZ3,,446,0.087
E9PL85,,147,
H3BRD5,,2396,0.078
E9PH27,,262,0.137
E9PM26,,98,
E9PM70,,55,
E9PNC2,,53,
E9PND5,,68,
E9PCZ3,,753,0.081
E9PNN0,,124,0.177
G3V5P6,,929,0.228
H0YG10,,233,
B0QZK4,Heterochromatin protein 1-binding protein 3,253,0.079
H0YAX1,,86,0.558
H0YHB7,,233,
F5H3U7,,62,0.387
F5GXM0,,227,
F5H7Y6,small monomeric GTPase,179,
F5H571,,137,0.197
F5H8K4,,86,0.535
H0YM61,,757,0.065
U3KQE6,,99,
F5H5V4,,153,0.346
F5H7L0,,130,
F6TII1,,38,
H0Y9T0,,84,
H0YFD1,,38,
H0Y8P4,U3 small nucleolar RNA-associated protein 15 homolog,545,
H0YHD9,,143,
H0YJP5,,77,
Q5JXB8,,225,
R4GNH5,,90,
A0A087WW08,,61,
U3KQS1,protein-tyrosine-phosphatase,72,0.306
A0A087X0J4,,134,0.336
H0YDU0,,124,
H0YN91,,68,1.0
H7BY37,[histone H3]-lysine(4) N-methyltransferase,3476,0.435
Q5JX54,,136,
H0YED6,Nuclear pore complex-interacting protein,270,0.078
H0YN99,,1049,0.43
A0A087WZL7,,101,
Q5TCH6,DNA topoisomerase (ATP-hydrolyzing),270,0.074
A0A087WZM5,peptidylprolyl isomerase,94,
E5RG17,Deoxyribonuclease TATDN1,322,
H0YG44,,1937,0.073
E9PMS4,,253,0.083
B1AHE4,,197,
H0Y4M5,,153,
H0YBT3,CCR4-NOT transcription complex subunit 7,91,
E9PMN1,,167,0.15
H0YC91,,89,
H0YDP2,,63,
H0YCB0,,240,
H0YHD8,Cysteine-rich protein 2,104,
H0YI11,,182,0.137
E9PMS7,RING-type E3 ubiquitin transferase,780,0.046
G3V3A5,,1886,0.023
E5RHE9,inositol-phosphate phosphatase,126,
F5GXY1,,29,
F5H1V9,,132,
H0Y5A1,Prostaglandin-H2 D-isomerase,124,
H0YCB2,,40,
H0YNR5,,43,
H0YIJ6,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,134,0.231
H0YNX4,,141,
X6RKN2,,1165,0.145
H0YB16,,724,0.186
C9JGJ9,B-cell receptor-associated protein,133,
E5RGJ1,Triple QxxK/R motif-containing protein,80,
A0A0A0MSW0,,2058,0.129
F5GYY4,,47,
F5GZZ5,receptor protein-tyrosine kinase,149,
F5H4X4,,125,
F5H785,,113,
F5H7B9,,137,
F5H563,,613,
F5H6I7,,523,
A0A087WTU9,,4126,0.149
E5RJ76,,76,
H0Y6C7,,129,
A8MXX7,protein-serine/threonine phosphatase,137,0.197
H0Y6E5,Serine/threonine-protein phosphatase 2A activator,218,0.092
F5H578,,972,0.287
H0Y8V7,,285,
H0YJV4,,46,
H0Y9T2,,443,
H3BNC1,,37,
H0YMR6,,177,0.215
I3L401,FCP1 homology domain-containing protein,29,
H0YJT0,,204,0.294
H0Y9K5,,918,0.053
Q5QPD1,,106,0.623
Q5T211,Nicastrin,134,
Q5T0V4,,781,
A0A087X0C6,,63,0.524
A0A087X1S6,Pleckstrin homology domain-containing family A member 8,459,
A0A087WZ50,,291,
E5RFP5,,340,
E5RGZ5,,103,
E5RGZ9,,123,0.699
V9GYC4,,214,0.28
E5RG21,,230,
H7C266,,130,0.177
H7BYY9,,300,
F2Z2C3,,78,
H3BQF6,Methyltransferase domain-containing protein,201,
S4R438,[heparan sulfate]-glucosamine N-sulfotransferase,815,0.04
H3BTH9,,181,0.138
J3KTR4,,178,
K7EIZ2,,124,
J3KSG3,,136,0.213
K7EMB1,,41,1.0
K7EQB9,,176,
K7ELU6,,62,
A0A0C4DG18,,53,
A0A0D9SF89,,53,1.0
A0A0U1RQK8,,180,0.417
J3KRK0,,593,0.148
A0A0C4DGG1,,405,0.215
E5RFZ7,Palmitoyltransferase,130,
E5RG38,,77,
A0A087WYX7,,44,0.568
H7BZE5,,98,0.622
E5RGR1,,338,0.553
A0A087WV97,,424,0.212
F8VRD9,,191,0.157
H7C0A6,,93,
H7BYE2,,177,0.395
M0QXF1,,11,
M0QYM2,,67,
M0R1T3,,69,
M0R3B9,,158,
M0QXL4,,177,0.243
E5RHW7,,63,
H3BR79,,164,
H3BTD5,,132,
M0QYU8,,69,
M0R015,Galectin,83,
H3BVD2,,217,0.65
H3BVI5,,72,
H3BSL6,,299,
H3BSH7,,700,0.039
J3KN34,Tyrosine-protein phosphatase non-receptor type,839,0.112
J3KN78,,573,0.094
D6R9U5,,91,
D6RD77,,61,0.377
D6RC40,BRCA1-A complex subunit RAP80,157,0.764
H7C4Y0,,120,
J3KSN4,,53,
E5RK85,,53,0.585
K7EJM8,,111,
K7EPN8,,86,
K7ERV2,,169,
D6RAA3,,58,
D6RC59,,153,
D6RGW0,,694,
F8WBL6,,52,
E5RHA8,,243,0.296
F8VNQ1,,54,0.5
F8WD59,40S ribosomal protein SA,116,
F8WEJ3,Phosphatidylinositol-glycan biosynthesis class X protein,79,
X6RIR5,,68,
B0QYR9,,28,
J3QRN8,,51,
J3QKK8,Prostamide/prostaglandin F synthase,151,
E5RH61,,135,
Q5TC96,,159,0.39
Q5W0Y9,Nuclear factor 1 B-type,200,
A0A1B0GVC3,,112,
A0A1B0GUG6,,299,
A0A1B0GXI6,,546,
E7ETW3,,47,
H7C009,,327,
H7C2Y0,,188,
F8W7U3,,1253,0.662
Q5RI53,,83,
E7EVZ6,Pecanex-like protein,424,
J3QL92,,509,0.566
E7ESD3,,187,0.909
Q5TCQ3,,709,0.134
H7C1U8,MICOS complex subunit,178,
H7C4J3,,150,
H7C406,,149,
H7C5U2,Integrin beta,401,
H7C4Q8,,275,0.16
C9JDX2,,116,0.655
C9J388,,90,
C9J4T8,,58,
F5H4W1,,679,0.118
C9JDL5,,200,
C9JH95,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",208,
C9JKM7,,59,1.0
C9JWL6,,92,0.413
C9JUF8,,133,0.586
C9JY36,,25,
C9JZ21,,128,0.773
E5RJH1,,235,
E9PI68,Signal peptidase complex subunit 2,257,0.089
E9PMG3,"3',5'-cyclic-AMP phosphodiesterase",147,0.612
E9PIP1,,171,
E9PII5,,126,0.294
E9PBT8,,232,0.121
E9PLN3,,69,1.0
E9PJC5,,181,0.282
E9PLS2,,71,
E9PLR7,,81,
E9PPP4,,25,
E9PKP1,,595,0.551
E9PFX6,Diacylglycerol kinase,734,0.069
G3V433,,80,
G3V5R2,,133,0.278
X6R886,,151,0.437
D6RA21,,39,
G3V4N0,,105,
F8VZ02,,173,0.434
H7BXC7,,1254,0.317
G3V5G0,Protein NDRG2,224,0.125
F8VYP5,,110,
F8VZK9,,80,
M0QZY2,,53,0.415
M0QX84,,245,
M0QYJ2,,100,0.25
M0R1J1,,121,0.165
M0R0N3,,275,0.225
H3BP22,,117,
H3BNT4,,142,
H3BMY9,,146,
H3BQ58,,46,
M0QY66,CUGBP Elav-like family member 4,484,0.099
H3BU46,,135,0.156
A6NEP9,Tetraspanin,223,
J3QSS7,,108,0.463
S4R3Z1,,148,0.304
J3KP36,,1262,0.62
K7ER99,,67,
K7ER22,,39,
H3BR84,Battenin,176,0.273
E5RHR5,,63,
H3BUE9,,35,
H7C2Q7,,126,
K7EJ21,,203,
K7EIR5,,178,0.135
K7ELP1,,41,1.0
K7EPU9,,51,
K7EP46,Thimet oligopeptidase,568,
K7ERB8,,151,
K7ERA4,,175,0.303
H3BRV5,,132,
F2Z3C1,,122,0.59
H3BN70,,84,0.548
H3BVE2,Nuclear pore complex protein Nup93,117,
J3KS71,,195,
J3KTF8,Rho GDP-dissociation inhibitor 1,193,0.358
K7ELI4,Probable splicing factor YJU2B,237,
K7ELL6,,189,
K7EP29,,60,
K7EQW0,,94,
K7EQ06,,24,1.0
K7EQY4,,159,
K7ESE2,,56,
A0A0U1RR66,glutamine--tRNA ligase,173,
A0A0U1RRC1,,248,0.254
J3KSL8,,926,0.023
A0A0A0MSQ3,RING-type E3 ubiquitin transferase,112,
H0Y405,,128,
H0YCM7,,441,
F5H638,Voltage-dependent L-type calcium channel subunit alpha,371,0.124
Q5JYD4,,196,0.755
A0A0A0MRD3,,94,
A0A0A0MRQ9,ribose-phosphate diphosphokinase,76,
A0A0A0MT86,,24,1.0
C9JAM7,,166,0.494
F5GWN1,,41,
A0A0A0MSR7,,352,0.764
F5H2L2,,131,
F5H7N1,,72,
A0A0A0MRG9,CDK5 regulatory subunit-associated protein 2,1663,0.143
E5RIP2,,64,0.391
H0Y8T4,,334,
H0Y958,,88,
F5H483,Sodium/potassium/calcium exchanger 1,985,0.242
H0Y990,,147,
H0YJU0,,153,
I3L3P8,,69,
H0YLZ6,,91,0.418
H0YG40,,269,
I3L536,medium-chain acyl-CoA ligase,112,
Q5VTS2,,146,
F5H1D6,DNA polymerase epsilon catalytic subunit,2259,0.027
A0A087WZT9,,353,0.071
F6R5I9,,48,
H0YGU3,"All-trans-retinol 13,14-reductase",140,
H0YG85,,208,0.135
H0YLU6,,144,
H0YNA0,Annexin,79,
H0YNH7,,151,
A2A341,,1023,0.248
I3L3Q4,,227,
I3L0N4,,149,0.718
R4GMM7,,64,
R4GMP9,,301,
R4GND2,,522,0.259
E5RK12,,258,
H7BZJ8,,85,0.576
M0R0T1,,275,
A0A0C4DH49,,117,
F8VR76,Protein phosphatase 1 regulatory subunit 1A,64,0.719
H0Y9I8,,2263,0.099
A0A0C4DFM9,,195,
A0A0C4DGB3,,354,
A0A0U1RR58,,180,
A0A0D9SGD3,Deoxyribonuclease TATDN1,243,
A0A0C4DFZ9,PAN2-PAN3 deadenylation complex subunit PAN3,687,0.173
A0A0D9SGH8,,584,0.445
A0A0U1RRM1,,577,0.225
F8VRE8,Transmembrane protein 19,143,
M0QZ67,,31,
F8VW50,Kinesin-like protein,613,0.036
M0QYS4,,105,
M0QYZ2,AP complex subunit sigma,158,
M0R215,,40,
H3BMR3,,109,
E5RI96,,147,
E5RHC1,Serine/threonine-protein phosphatase,184,0.136
H3BPT8,,179,
H3BUZ6,,131,
H3BU16,,167,1.0
M0QYW1,,101,0.851
H3BRN3,,110,1.0
S4R3A2,"Fatty acid-binding protein, heart",89,
H3BV09,,58,1.0
J3KS40,,85,
J3KPK0,,112,0.705
K7EID2,,167,0.21
K7EQ76,Solute carrier family 66 member 2,81,
K7ELG3,,73,0.671
K7EQV1,,123,
K7ER35,Elongator complex protein 2,101,
M0QZL8,ubiquitinyl hydrolase 1,161,
K7EKL3,,388,0.052
M0QZW5,,101,0.604
A0A0U1RRE1,,157,
A0A0G2JLC0,,9,
A0A140T9F7,Bromodomain-containing protein 2,619,0.478
A0A0G2JNI0,Transmembrane protease serine,423,
A0A140T9Z6,,342,
A0A0G2JMZ3,,649,0.305
A0A1D5RMR4,,10,
A0A1W2PRF1,,91,
A0A1W2PPY4,,269,0.123
A0A1W2PR94,,906,0.301
J3QKP8,,75,
A0A140TA21,,224,
A0A1W2PP29,,323,
A0A1W2PNR8,Flavin-containing monooxygenase,126,
A0A1W2PQ67,,120,
A0A1W2PRN8,,89,
A0A2R8Y4Y9,,92,0.38
A0A2R8Y5Q9,,49,0.531
A0A2R8Y7S7,Protein transport protein SEC23,59,
A0A2R8Y6B2,,526,
A0A2U3TZT1,,159,
A0A2R8Y5N9,microtubule-severing ATPase,368,0.242
A0A2R8Y7N6,,941,0.097
A0A2R8YE18,,584,0.041
A0A3B3IS72,,250,0.328
A0A3B3ISZ3,,97,0.289
A0A3B3IU18,,109,
A0A1W2PPU3,,47,
A0A3B3IU26,,156,0.179
A0A3B3IT14,,410,0.18
A0A1W2PRG6,,482,
A0A286YEW2,,115,
A0A2P0CTB1,Prostamide/prostaglandin F synthase,228,0.105
A0A2R8Y4N7,,136,
A0A286YFF5,,455,0.044
A0A2R8Y660,,152,
A0A2R8Y2H5,,185,0.254
A0A286YEX4,Nuclear factor 1,530,0.302
A0A2R8Y6E3,,311,
A0A2R8Y836,,170,
A0A2R8YFV8,,375,
A0A2R8YGW2,,222,
A0A1W2PS38,,1359,0.333
A0A8V8TNV3,Nicastrin,491,
A0A8V8TP99,ADP-ribosylation factor 1,86,
A0A8V8TR75,,58,
A0A7I2V3Q9,,60,
A0A7I2V3W6,,999,
A0A2R8Y5N2,,1159,0.192
A0A7I2V617,,52,
A0A7I2V5Z4,,641,
A0A2R8Y4N2,,27,1.0
A0A2R8Y5C8,,227,0.322
A0A2R8Y5U3,Vacuolar protein sorting-associated protein 33A,198,
A0A2R8YDK2,Transmembrane channel-like protein,422,
A0A2R8YFM3,,248,
A0A7I2V5R6,Guanine nucleotide-binding protein G(s) subunit alpha,1038,0.503
A0A2U3TZH4,,197,0.132
A0A7I2V3Z9,,1137,0.23
A0A3B3IRJ2,,53,0.415
A0A3B3IT58,,122,
A0A3B3ISS9,Somatotropin,310,
A0A8V8TNW1,,91,
A0A8V8P672,,143,
A0A2R8Y820,,1135,0.244
H0YAY8,,177,0.226
H0YIM7,Kinesin-like protein,290,
A0A0A0MT82,,47,1.0
H0YIN6,,117,0.274
C9JG65,,88,
F5GZZ3,,127,
F5H580,,64,1.0
U3KQK4,,26,
A8MT72,Reticulon,193,
B7ZBL5,,147,
A0A0A0MS57,,695,0.327
F5GZI0,,400,
F5H0B6,,54,
F5H4Z0,,56,
F5H056,,447,
F5H5G4,,194,0.18
F5H6Q0,,112,0.33
I3L222,,128,0.266
X6RM24,,96,
F6XGT7,15-oxoprostaglandin 13-reductase,73,
H0Y9N4,,121,
H0YK29,Eukaryotic translation initiation factor 5,51,
H0Y9G5,,807,
H0YKS7,,30,1.0
H0YMH0,,47,
H3BNV1,Glycine cleavage system H protein,105,
H0YND8,,136,0.184
I3L0H5,,114,
I3L1Q1,,106,0.274
H0YJV3,,644,0.039
I3L4Z5,,62,
H0Y9X0,,1455,0.056
A8MTP4,,77,
H0Y301,,30,
H0Y7M8,,134,
H0Y8Q3,,94,
H0Y909,,159,
H0YAV7,,201,0.323
H0YDE8,,37,
H0YE41,,194,
H0YJP2,,138,
H0YNK9,,217,
I3L4N8,,351,
H0YJS2,,271,0.092
Q5TCP6,,240,
H0Y7E2,,1091,0.062
A0A087WVT5,Secretory carrier-associated membrane protein,140,
D6R9D7,,49,
H0Y933,,4183,0.392
E5RJN8,,43,
E5RK67,,108,0.296
V9GYG5,,214,
A0A087X2A7,,1098,0.078
A0A075B798,,97,0.691
F8VQX3,,41,
E5RGR6,GDNF family receptor alpha-2,264,
F8VZI8,,107,
F8W1S1,,543,0.085
A0A994J7A1,,592,
A0A0U1RR17,,83,
A0A994J7E9,,495,
A0A994J5P0,dynamin GTPase,663,0.038
A0A994J4S0,E3 ubiquitin-protein ligase,619,0.074
A0A0D9SG49,,730,0.245
A0A0G2JP77,,568,
A0A0D9SFL5,,849,0.052
M0QY39,,135,
M0QZ64,,84,0.286
H3BQH6,,159,
H3BNA6,,177,0.181
H3BS79,,116,
H3BRC5,,84,0.31
H3BR35,Eukaryotic peptide chain release factor GTP-binding subunit,475,0.158
B0QYS7,,562,0.269
E5RJF6,Carbonic anhydrase 1,87,
E5RJF8,,191,
H3BQC3,,214,0.706
A0A7N4YH79,,713,0.506
H3BMU4,,330,0.464
E5RHN5,,248,
J3KT97,,97,
J3KTF3,,72,0.514
J3KTL1,,74,0.635
K7EIZ1,,37,1.0
K7EK14,,98,0.418
K7ESF2,,74,
K7ERJ9,,120,
U3KQF8,,69,
V9GZ24,,65,
J3KT89,,19,
F2Z2X3,,51,
H7C4K4,,348,
J3KQ16,Calcium-activated potassium channel subunit alpha-1,1040,0.074
K7EJS5,,259,
C9JR56,DNA-binding protein SATB,674,0.245
M0R061,Coatomer subunit epsilon,146,
K7EJJ0,,89,
K7EK21,,63,
F8VZ53,,59,
A0A1W2PPG9,UDP-N-acetylglucosamine transporter,307,
K7EMJ9,,41,
A0A3B3IT60,,38,
A0A2R8YGZ3,Cytoplasmic polyadenylation element-binding protein 1 N-terminal domain-containing protein,216,0.194
A0A2R8YFH0,DNA mismatch repair protein,918,
A0A2R8Y783,,310,0.313
A0A7I2V5W0,,24,
A0A5H1ZRQ9,,112,
A0A804HK50,,659,
F8WBG6,,103,
J3QQL8,,42,
D6RGH3,,72,
A0A669KB46,,144,0.16
A0A8V8TMN4,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase,1185,0.086
C9J4Y6,Glypican-1,156,
F5GZ97,WASH complex subunit 3,193,0.332
U3KQJ5,,60,
H0YCY1,,244,0.102
F8WEX3,,76,
F8WB05,,424,0.415
F8WCT3,,78,0.372
I3L394,Cell division cycle protein 27 homolog,163,
M0R0D2,,172,
Q5T0A3,Alkyl transferase,216,
E7ESF4,Plasminogen activator,499,
C9J6R0,,73,
H7C1I7,,1207,0.091
E9PL53,,209,0.1
H7BZ81,"All-trans-retinol 13,14-reductase",320,
E9PF17,Versican core protein,1594,0.098
A0A3B3ITM5,,86,0.337
A0A7I2V5N2,,423,
A0A3B3IUF2,,389,0.103
A0A7I2V3F7,"Stress-70 protein, mitochondrial",603,0.04
A0A8I5KNU9,Protein disulfide-isomerase A3,462,0.048
A0A8Q3WLP2,,327,
A0A6Q8PF35,Charged multivesicular body protein 1a,154,
A0A8I5KR52,Heparan sulfate 2-O-sulfotransferase 1,214,
E9PPE0,,43,
H0YNS4,,209,
D6R9Q1,,241,
D6RJH6,,100,
F8WBC5,,49,1.0
H0Y8B5,,490,0.047
C9JZ20,Prohibitin,218,
F6Q9D3,,58,1.0
C9IZD0,,112,
E9PJM2,,56,
E9PM60,,161,0.149
X6RJ73,Large ribosomal subunit protein uL24m,173,
C9J8R3,,80,
H3BS92,,43,0.605
H0Y912,,249,0.422
A0A0C4DG21,,507,0.558
R4GN05,,205,
M0R021,,162,
A0A140TA20,,41,
A0A2R8Y6B4,,62,
A0A7I2V638,Ribosomal protein L19,48,
A0A5F9ZHW0,Tyrosine-protein kinase,1119,
A0A7P0Z4P9,,81,
A0A7P0T8I3,,105,0.39
A0A8I5KPC2,Chloride channel CLIC-like protein 1,178,
A0A5F9ZHR7,Lysosomal acid phosphatase,434,
A0A7I2V360,,108,
A0A669KBD2,,89,
A0A669KBK5,,392,
A0A8I5FW65,,276,
A0A8Q3SIX6,,242,
A0A8Q3SHQ7,,48,0.438
B5MCH7,eIF5-mimic protein 1,343,
H7BYB7,,238,
A0A994J4H0,,782,0.033
E9PL99,"ditrans,polycis-polyprenyl diphosphate synthase [(2E,6E)-farnesyldiphosphate specific]",71,
A0A804HJA7,,389,
H7BY72,,37,
E9PIV2,,221,
B7ZBP3,,66,
E9PP68,,251,0.167
H0YE98,,172,0.279
F5GXX6,,204,
A0A7I2V5A2,Hepatocyte growth factor-regulated tyrosine kinase substrate,757,0.252
D6RDN9,Protein-serine/threonine kinase,259,
F8WAC1,,47,1.0
B0QYM9,,26,1.0
H7C5I2,,55,
A0A1B0GU63,,110,0.636
Q5TF55,,214,
A0A3B3ITX4,"ATP synthase subunit O, mitochondrial",91,
E7ETG2,non-specific serine/threonine protein kinase,874,0.035
C9J0A8,WD repeat domain phosphoinositide-interacting protein 4,241,
H3BTN5,Pyruvate kinase,485,
